bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,0,0,0,,208,12321,dup,duan1242,"{""meds"": [[""40415"", ""grammar_sketch"", 1946, 30, ""Hans K\u00e4hler 1946-1949""], [""318376"", ""wordlist_or_less"", 1884, 14, ""Schot, J.G. 1884""]], ""links"": [{""label"": ""Duano'"", ""url"": ""http://endangeredlanguages.com/lang/1986""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3040468""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duano%E2%80%99_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",1.56829,language,103.36,Papunesia,,Duano,'Duano [duan1242][dup]-l-':1,15288
False,Spoken L1 Language,5,0,0,,208,19806,dva,duau1237,"{""meds"": [[""142839"", ""wordlist_or_less"", 1987, 1, ""David Lithgow 1987""], [""57570"", ""wordlist_or_less"", 1976, 2, ""David R. Lithgow 1976""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5310448""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duau_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-10.187,language,151.218,Papunesia,,Duau,"('Dawada [dawa1243]':1,'Guleguleu [gule1242]':1,'Mwalukwasia [mwal1238]':1,'Siausi [siau1242]':1,'Somwadina [somw1237]':1)'Duau [duau1237][dva]-l-':1",21443
False,Spoken L1 Language,0,0,0,,180,11678,dub,dubl1239,"{""meds"": [[""50825"", ""wordlist_or_less"", 1993, 93, ""Masica, Colin P. 1993""], [""19304"", ""wordlist_or_less"", 1958, 333, ""P. G. Shah 1958""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5310792""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dubli_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",21.5161,language,73.218,Eurasia,,Dubli,'Dubli [dubl1239][dub]-l-':1,14522
False,Spoken L1 Language,0,0,0,,91,585,dmu,dubu1240,"{""meds"": [[""42038"", ""wordlist_or_less"", 1994, 4, ""Smits, Leo and Voorhoeve, C. L. 1994""], [""156670"", ""wordlist_or_less"", 1956, 4, ""Galis, Klaas Wilhelm 1956""]], ""links"": [{""label"": ""Dubu"", ""url"": ""http://endangeredlanguages.com/lang/1487""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q7692059""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Tebi_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-3.62591,language,140.768,Papunesia,,Dubu,'Dubu [dubu1240][dmu]-l-':1,2190
False,Spoken L1 Language,0,0,0,,146,3963,duk,dudu1240,"{""meds"": [[""43725"", ""wordlist_or_less"", 2008, 25, ""Philip Lambrecht and Alison Kassell and Margaret Potter and Sarah Tucker 2008""], [""156733"", ""wordlist_or_less"", 1980, 4, ""Z'graggen, Johannes A. 1980""], [""16299"", ""wordlist_or_less"", 1975, 1, ""Z'Graggen, Johannes A. 1975""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q7904085""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duduela_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-5.43119,language,145.642,Papunesia,,Duduela,'Duduela [dudu1240][duk]-l-':1,5913
False,Spoken L1 Language,2,0,0,,70,13809,ndu,dugu1248,"{""meds"": [[""103042"", ""grammar"", 1976, 67, ""Wiering, Marius and Wiering, Elisabeth 1976""], [""78749"", ""phonology_or_text"", 1974, 24, ""Wiering, Elisabeth 1974""], [""103520"", ""wordlist_or_less"", 1941, 4, ""Griaule, Marcel 1941""], [""128741"", ""wordlist_or_less"", 1910, 1, ""Str\u00fcmpell, F. 1910""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q11015189""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",8.38689,language,13.3966,Africa,,Dugun,"('Naan [naan1239]':1,'Saan [saan1245]':1)'Dugun [dugu1248][ndu]-l-':1",16492
False,Spoken L1 Language,4,0,0,,70,13955,dbm,dugu1249,"{""meds"": [[""84807"", ""wordlist_or_less"", 1913, 223, ""Migeod, F. W. H. 1913""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q7194057""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.05,language,10.21,Africa,,Duguri,"('Badara Duguri [bada1259]':1,'Gar Duguri [gard1242]':1,'Northeast Duguri [nort2805]':1,'Southwest Duguri [sout2821]':1)'Duguri [dugu1249][dbm]-l-':1",16712
False,Spoken L1 Language,1,0,0,,187,11919,dme,dugw1239,"{""meds"": [[""119564"", ""wordlist_or_less"", 2004, 9, ""Brye, Edward and Brye, Elizabeth 2004""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56313""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/%C6%8Augwor_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.752,language,14.2134,Africa,,Dugwor,('Mikere [mike1242]':1)'Dugwor [dugw1239][dme]-l-':1,14900
False,Spoken L1 Language,0,0,0,,187,11995,kbz,duhw1236,"{""meds"": [[""23859"", ""wordlist_or_less"", 2001, 2, ""Blench, Roger 2001""], [""31172"", ""wordlist_or_less"", 1985, 2, ""Wente-Lukas, Renate 1985""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56295""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duhwa_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",9.32586,language,8.77995,Africa,,Duhwa,'Duhwa [duhw1236][kbz]-l-':1,14980
False,Spoken L1 Language,0,0,0,,98,5823,NOCODE_Duit,duit1239,"{""meds"": [[""83982"", ""phonology_or_text"", 1871, 2, ""Ezekiel Uricoechea 1871""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3041061""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duit_language""}], ""ethnologue_comment"": {""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Duit, an extinct language closely related to Chibcha [chb], is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:t:Uricoechea:Duit**, **hh:hw:Lehmann:Zentral-Amerika:I**). See also: Chibcha [chb]."", ""isohid"": ""NOCODE_Duit""}, ""iso_retirement"": null}",5.786798,language,-73.021374,South America,,Duit,'Duit [duit1239]-l-':1,8420
False,Spoken L1 Language,0,0,0,,208,22869,nke,duke1237,"{""meds"": [[""85830"", ""wordlist_or_less"", 1983, 3, ""Darrell T. Tryon and B. D. Hackman 1983""], [""120166"", ""wordlist_or_less"", 1968, 1, ""Arthur Capell 1968""], [""318090"", ""wordlist_or_less"", 1926, 3, ""Sidney H. Ray 1926""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3041075""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duke_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-7.97768,language,157.064,Papunesia,,Duke,'Duke [duke1237][nke]-l-':1,23890
False,Spoken L1 Language,0,0,0,,70,13956,dbo,dulb1238,"{""meds"": [[""127321"", ""wordlist_or_less"", 1983, 6, ""Shimizu, Kiyoshi 1983""]], ""links"": [{""label"": ""Dulbu"", ""url"": ""http://endangeredlanguages.com/lang/308""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5313310""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dulbu_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.1911,language,9.94759,Africa,,Dulbu,'Dulbu [dulb1238][dbo]-l-':1,16713
False,Spoken L1 Language,0,0,0,,70,10967,duz,duli1241,"{""meds"": [[""312368"", ""wordlist_or_less"", 1922, 2, ""Str\u00fcmpell, F. 1922-1923""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5313405""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duli_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",9.11241,language,13.4232,Africa,,Duli-Gewe,'Duli-Gewe [duli1241][duz]-l-':1,13812
False,Spoken L1 Language,0,0,0,,70,20648,dma,duma1253,"{""meds"": [[""12999"", ""grammar_sketch"", 1988, 179, ""Mickala-Manfoumbi, Roger 1988""], [""85717"", ""grammar_sketch"", 1954, 58, ""Adam, J. 1954""], [""98316"", ""grammar_sketch"", 1895, 52, ""Reeb, Antoine 1895""], [""12475"", ""wordlist_or_less"", 1879, 20, ""Stanley, Henry M. 1879""], [""79587"", ""wordlist_or_less"", 1878, 0, ""Stanley, Henry Morton 1878""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35319""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duma_language""}, {""label"": ""Duma"", ""url"": ""https://wals.info/languoid/lect/wals_code_dma""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-0.91927,language,13.0046,Africa,,Duma,'Duma [duma1253][dma]-l-':1,22165
False,Spoken L1 Language,3,0,0,,208,19978,duf,dumb1241,"{""meds"": [[""159319"", ""grammar_sketch"", 1990, 114, ""Yvonne Pa\u00efta and Shintani, Tadahiko L. A. 1990""], [""303461"", ""phonology_or_text"", 1946, 5, ""Leenhardt, Maurice 1946""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q6983819""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Ndrumbea_language""}, {""label"": ""Paita"", ""url"": ""https://wals.info/languoid/lect/wals_code_pta""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-22.0947,language,166.531,Papunesia,,Dumbea,"('Nrumee [nrum1234]':1,'Paita-Unya [pait1249]':1,'Wenyii [weny1239]':1)'Dumbea [dumb1241][duf]-l-':1",21676
True,Bookkeeping,0,0,0,,335,335,NOCODE_Dume,dume1236,"{""links"": [], ""ethnologue_comment"": null, ""iso_retirement"": null}",,language,,Africa,,Dume,'Dume [dume1236]-l-':1,1474
False,Spoken L1 Language,4,0,0,,337,10113,dus,dumi1241,"{""meds"": [[""576274"", ""long_grammar"", 2016, 583, ""Netra Mani Rai 2016""], [""46168"", ""long_grammar"", 1993, 452, ""George van Driem 1993""], [""129558"", ""grammar_sketch"", 1988, 74, ""Driem, George van 1988""], [""78648"", ""wordlist_or_less"", 1909, 4, ""George A. Grierson 1909""], [""72592"", ""wordlist_or_less"", 1857, 3, ""Hodgson, Brian Houghton 1857""]], ""links"": [{""label"": ""Dumi"", ""url"": ""http://endangeredlanguages.com/lang/4113""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56315""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dumi_language""}, {""label"": ""Dumi"", ""url"": ""https://wals.info/languoid/lect/wals_code_dmi""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",27.45849,language,86.75699,Eurasia,,Dumi,"('Brasmi [bras1238]':1,'Kharbari [khar1291]':1,'Lamdija [lamd1238]':1,'Makpa [makp1238]':1)'Dumi [dumi1241][dus]-l-':1",13132
False,Spoken L1 Language,0,0,0,,208,15147,dmv,dump1242,"{""meds"": [[""132711"", ""wordlist_or_less"", 1984, 4, ""Kenneth D. Smith 1984""]], ""links"": [{""label"": ""Dumpas"", ""url"": ""http://endangeredlanguages.com/lang/4094""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q12953512""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dumpas_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",5.93483,language,117.419,Papunesia,,Dumpas,'Dumpas [dump1242][dmv]-l-':1,17658
False,Spoken L1 Language,0,0,0,,146,3966,wtf,dump1243,"{""meds"": [[""156733"", ""wordlist_or_less"", 1980, 4, ""Z'graggen, Johannes A. 1980""], [""16299"", ""wordlist_or_less"", 1975, 1, ""Z'Graggen, Johannes A. 1975""], [""64314"", ""wordlist_or_less"", 1970, 1, ""Oren R. Claassen and Kenneth A. McElhanon 1970""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35316""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Watiwa_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-5.82002,language,145.655,Papunesia,,Dumpu,'Dumpu [dump1243][wtf]-l-':1,5926
False,Spoken L1 Language,0,0,0,,146,3964,dui,dumu1246,"{""meds"": [[""126669"", ""wordlist_or_less"", 1975, 2, ""John A. Z'graggen 1975""]], ""links"": [{""label"": ""Dumun"", ""url"": ""http://endangeredlanguages.com/lang/2157""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5314004""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dumun_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-5.55315,language,146.082,Papunesia,,Dumun,'Dumun [dumu1246][dui]-l-':1,5917
False,Spoken L1 Language,0,0,0,,,,duc,duna1248,"{""meds"": [[""93110"", ""long_grammar"", 2008, 528, ""San Roque, Lila 2008""], [""80826"", ""grammar_sketch"", 1966, 24, ""Cochrane, Nancy and Dennis Cochrane 1966""], [""128519"", ""wordlist_or_less"", 1962, 2, ""Arthur Capell 1962""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5314039""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duna_language""}, {""label"": ""Duna"", ""url"": ""https://wals.info/languoid/lect/wals_code_dun""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-5.41439,language,142.475,Papunesia,,Duna,'Duna [duna1248][duc]-l-':1,265
False,Spoken L1 Language,0,0,0,,180,8771,duh,dung1251,"{""meds"": [[""309620"", ""phonology_or_text"", 1907, 3, ""George A. Grierson 1907""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q12953513""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",22.306,language,73.187,Eurasia,,Dungra Bhil,'Dungra Bhil [dung1251][duh]-l-':1,11658
False,Spoken L1 Language,1,0,0,,337,10115,raa,dung1252,"{""meds"": [[""78648"", ""wordlist_or_less"", 1909, 4, ""George A. Grierson 1909""], [""72592"", ""wordlist_or_less"", 1857, 3, ""Hodgson, Brian Houghton 1857""]], ""links"": [{""label"": ""Dungmali"", ""url"": ""http://endangeredlanguages.com/lang/5323""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56871""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dungmali_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",26.9813,language,87.3328,Eurasia,,Dungmali,('Khesang [khes1241]':1)'Dungmali [dung1252][raa]-l-':1,13139
False,Spoken L1 Language,3,0,0,,337,13209,dng,dung1253,"{""meds"": [[""70576"", ""long_grammar"", 1990, 401, ""Xin-Min Ma 1990""], [""319329"", ""grammar_sketch"", 1979, 119, ""Zav'yalova, Olga I. 1979""], [""20334"", ""grammar_sketch"", 1967, 70, ""Svetlana Rimsky-Korsakoff 1967""], [""548513"", ""grammar_sketch"", 1937, 15, ""Dragunov, Aleksandr Aleksandrovi\u010d and Ekaterina Nikolaevna Dragunova 1937""], [""548515"", ""grammar_sketch"", 1936, 15, ""Dragunow, Aleksandr and Katharina Dragunow 1936""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/dng""}, {""label"": ""Dungan"", ""url"": ""http://endangeredlanguages.com/lang/4096""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dungan_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q33050""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",42.7292,language,76.8382,Eurasia,,Dungan,"('Ganzu [ganz1245]':1,'Shaanxi [shaa1242]':1,'Yage [yage1238]':1)'Dungan [dung1253][dng]-l-':1",16081
False,Unattested,0,0,0,,130,659,dbv,dung1254,"{""meds"": [[""22309"", ""wordlist_or_less"", 1992, 1, ""Sommer, Gabriele 1992""], [""101351"", ""wordlist_or_less"", 1956, 3, ""Gunn, Harold D. 1956""]], ""links"": [{""label"": ""Dungu"", ""url"": ""http://endangeredlanguages.com/lang/5012""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5315230""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dungu_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.5043,language,8.19543,Africa,,Dungu,'Dungu [dung1254][dbv]-l-':1,2292
False,Spoken L1 Language,11,0,0,,208,4409,duo,dupa1235,"{""meds"": [[""47932"", ""long_grammar"", 2008, 378, ""Robinson, Laura C. 2008""], [""86329"", ""grammar_sketch"", 1985, 28, ""Nickell, Thomas L. 1985""], [""548932"", ""wordlist_or_less"", 1914, 12, ""Garvan, John M. 1914""], [""126488"", ""wordlist_or_less"", 1909, 2, ""Otto Scherer 1909""]], ""links"": [{""label"": ""Dupaninan Agta"", ""url"": ""http://endangeredlanguages.com/lang/961""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5315912""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dupaningan_Agta""}, {""label"": null, ""url"": ""https://phoible.org/languages/dupa1235""}, {""label"": ""Agta (Dupaningan)"", ""url"": ""https://wals.info/languoid/lect/wals_code_agd""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",17.3748,language,122.188,Papunesia,,Dupaninan Agta,"('Barongagunay [baro1254]':1,'Bolos Point [bolo1267]':1,'Camonayan [camo1251]':1,'Palaui Island [pala1346]':1,'Peñablanca [pena1263]':1,'Roso [roso1237]':1,'Santa Ana-Gonzaga [sant1419]':1,'Santa Margarita [sant1418]':1,'Tanglagan [tang1350]':1,'Valley Cove [vall1250]':1,'Yaga [yaga1257]':1)'Dupaninan Agta [dupa1235][duo]-l-':1",6532
False,Spoken L1 Language,0,0,0,,337,5020,drq,dura1244,"{""meds"": [[""552029"", ""grammar_sketch"", 2016, 237, ""Nicolas Schorer 2016""], [""325363"", ""grammar_sketch"", 2013, 66, ""Nicolas Schorer 2013""], [""152690"", ""grammar_sketch"", 2007, 0, ""Nagila, Kedar B. 2007""], [""314405"", ""grammar_sketch"", 1993, 0, ""Ghimire, Muktin\u0101th 2049 VS [1993]""], [""314532"", ""wordlist_or_less"", 1985, 0, ""Adhik\u0101r\u012b, \u1e5a\u1e63ik\u0101nt 2041 VS [1985]""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3449842""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dura_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",28.173,language,84.435,Eurasia,,Dura,'Dura [dura1244][drq]-l-':1,7298
False,Spoken L1 Language,2,0,0,,208,6567,mvp,duri1242,"{""meds"": [[""11342"", ""grammar_sketch"", 1997, 266, ""Muhammad Sikki 1997""], [""83538"", ""grammar_sketch"", 1977, 180, ""Pelenkahu, R.A. and Abdul Muthalib and Moha Junaedi and A. Rasyid Nusu and Amir Ahsin 1977-1978""], [""111461"", ""wordlist_or_less"", 1975, 468, ""Mills, Roger Frederick 1975""], [""472783"", ""wordlist_or_less"", 1929, 4, ""van der Veen, Hendrik 1929""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/mvp""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duri_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3915414""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-3.37081,language,119.871,Papunesia,,Duri,"('Cakke [cakk1237]':1,'Kalosi [kalo1260]':1)'Duri [duri1242][mvp]-l-':1",9356
False,Spoken L1 Language,0,0,0,,72,72,dbn,duri1243,"{""meds"": [[""42031"", ""wordlist_or_less"", 1998, 3, ""Smits, Leo and Voorhoeve, C. L. 1998""], [""126692"", ""wordlist_or_less"", 1975, 1, ""C. L. Voorhoeve 1975""]], ""links"": [{""label"": ""Duriankere"", ""url"": ""http://endangeredlanguages.com/lang/1488""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5316627""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duriankari_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-1.38946,language,130.925,Papunesia,,Duriankere,'Duriankere [duri1243][dbn]-l-':1,560
False,Spoken L1 Language,4,0,0,,293,2945,pci,duru1236,"{""meds"": [[""60438"", ""grammar"", 1953, 209, ""Thomas Burrow and Sudhibhushan Bhattacharya 1953""], [""21341"", ""wordlist_or_less"", 1866, 16, ""Stephen Hislop 1866""], [""52313"", ""wordlist_or_less"", 1863, 4, ""C. L. R. Glasfurd 1863""]], ""links"": [{""label"": ""Duruwa"", ""url"": ""http://endangeredlanguages.com/lang/4952""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56753""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Duruwa_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/duru1236""}, {""label"": ""Parji (Dravidian)"", ""url"": ""https://wals.info/languoid/lect/wals_code_prd""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",19.0534,language,82.4881,Eurasia,,Duruwa,"('Dharba [dhar1246]':1,'Kukanar [kuka1245]':1,'Nethanar [neth1239]':1,'Tiriya [tiri1256]':1)'Duruwa [duru1236][pci]-l-':1",4749
False,Spoken L1 Language,0,0,0,,70,23337,dug,duru1249,"{""meds"": [[""153478"", ""grammar_sketch"", 1902, 10, ""Johnstone, H. B. 1902""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/dug""}, {""label"": null, ""url"": ""https://phoible.org/languages/duru1249""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35614""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-4.09629,language,39.322,Africa,,Duruma,'Duruma [duru1249][dug]-l-':1,24129
False,Spoken L1 Language,0,0,0,,208,15478,dsn,dusn1237,"{""meds"": [[""307821"", ""grammar_sketch"", 2012, 60, ""Mary Dalrymple and Suriel Mofu 2012""], [""129596"", ""wordlist_or_less"", 1992, 3, ""Smits, Leo and Voorhoeve, C. L. 1992""], [""126784"", ""wordlist_or_less"", 1882, 3, ""von der Gabelentz, Georg and Meyer, Adolf Bernard 1882""], [""54846"", ""wordlist_or_less"", 1862, 1, ""Latham, Robert Gordon 1862""], [""109606"", ""wordlist_or_less"", 1855, 1, ""Fabritius, G. J. 1855""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/dsn""}, {""label"": ""Dusner"", ""url"": ""http://endangeredlanguages.com/lang/1513""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dusner_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q5316948""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-2.73859,language,134.391,Papunesia,,Dusner,'Dusner [dusn1237][dsn]-l-':1,18053
False,Spoken L1 Language,2,0,0,,208,6452,duw,dusu1267,"{""meds"": [[""309151"", ""wordlist_or_less"", 1985, 52, ""Ngabut, C. Yus and Lambertus Elbaar and Andriastuti, {} and Yohanes Kalamper and Aneke Erland and Mihing, Teras and Diana Sofian and Delna Wati and Mihing, Samuel 1985""], [""312062"", ""wordlist_or_less"", 1967, 17, ""Hudson, Alfred B. 1967""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2381310""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dusun_Witu_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-1.57408,language,114.979,Papunesia,,Dusun Witu,"('Dusun Pepas [dusu1268]':1,'Nuclear Dusun Witu [nucl1553]':1)'Dusun Witu [dusu1267][duw]-l-':1",9123
False,Spoken L1 Language,2,0,0,,208,4371,duq,dusu1269,"{""meds"": [[""307411"", ""grammar_sketch"", 1988, 161, ""Nanang, {} and Usman, Moses and Kalamper, Yohanes 1988""], [""309151"", ""wordlist_or_less"", 1985, 52, ""Ngabut, C. Yus and Lambertus Elbaar and Andriastuti, {} and Yohanes Kalamper and Aneke Erland and Mihing, Teras and Diana Sofian and Delna Wati and Mihing, Samuel 1985""], [""312062"", ""wordlist_or_less"", 1967, 17, ""Hudson, Alfred B. 1967""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3041711""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dusun_Malang_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-0.85277,language,115.392,Papunesia,,Dusun Malang,"('Bayan [baya1259]':1,'Nuclear Dusun Malang [nucl1554]':1)'Dusun Malang [dusu1269][duq]-l-':1",6455
False,Spoken L1 Language,0,0,0,,208,4371,dun,dusu1271,"{""meds"": [[""320763"", ""grammar_sketch"", 1983, 152, ""Djantera Kawi and Durdje Durasid and Aris Djinal 1983""], [""312062"", ""wordlist_or_less"", 1967, 17, ""Hudson, Alfred B. 1967""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/dun""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Deyah_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2784033""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-1.95514,language,115.578,Papunesia,,Dusun Deyah,'Dusun Deyah [dusu1271][dun]-l-':1,6448
False,Sign Language,0,0,0,,151,4092,dse,dutc1253,"{""meds"": [[""474809"", ""grammar_sketch"", 1993, 236, ""Koenen, Liesbeth and Tony Bloem and Ruud Janssen 1993""], [""478068"", ""phonology_or_text"", 1985, 229, ""No Author Stated 1985""]], ""links"": [{""label"": ""Dutch Sign Language"", ""url"": ""http://endangeredlanguages.com/lang/7354""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2201099""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Dutch_Sign_Language""}, {""label"": ""Nederlandse Gebarentaal"", ""url"": ""https://wals.info/languoid/lect/wals_code_ned""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",52.1251,language,4.91133,Eurasia,,Dutch Sign Language,'Dutch Sign Language [dutc1253][dse]-l-':1,6099
